label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.3102042177187405,-0.1638818328844451,-0.22335209089396968,-0.5137573961979682,-0.5909868641820389,-0.30444685887990686,-0.5423275224821676,-1.0258447511976814,-0.3588530055708813,-0.5380649148485386,-1.3511121884449482,-0.382726209994955,-0.3311843518067047,-0.9699782845977698,-0.1870104762006668,-0.30579779331415424,-1.1063912522493278,-0.39384633803646063,-0.23989769159113916,-0.7415076773807743,-0.4786373316054327,-0.205709049844248,-0.47137671930386754,-0.49975331181318056,-0.1161330086874572,-0.9827801855318985,-0.1437227581807638,-0.08698347472141688,-1.154252976752115,-0.4064639823590463,-0.07745292225679591,-0.7130137380999994,-0.4578307920891301,-0.07768231138667195,-0.4304151633684825,-0.4282266204613499,0.08671019525261149,-0.9236662479110163,-0.13359719315554341,0.13656299531953336,-1.0816493848672772,-0.3905259924904752,0.08390728643821767,-0.6665903193267176,-0.35217032191407,0.030374598897917403,-0.3897078401510467,-0.2527444881859174,0.26138849943394166,-0.8301990107622911,-0.1391428513457121,0.32162978387361296,-0.9820909139828005,-0.31267874728298384,0.24061015048910553,-0.7080691739737605,-0.2863307074270165,0.15704736180550313,-0.5177274015720683,-0.2180597510396892
A,0.0,0.0,0.0,-0.28378130344278596,-0.14410884797782278,-0.2502037853497242,-0.48403696612921054,-0.5373765871178598,-0.34937466287775487,-0.5245509568502195,-0.9436129624901322,-0.41447121184956687,-0.49938538199282423,-1.2632721903923716,-0.445560040300305,-0.32793780309750203,-0.9648207470395408,-0.21536658011508766,-0.2761696439141851,-1.039809065360027,-0.4356827051985245,-0.21377787901711925,-0.6809992148160603,-0.5264332545395184,-0.18350284806022946,-0.430870288802417,-0.5525064160829624,-0.1180828316250431,-0.9797966791430369,-0.16141534132692717,-0.0636202796882391,-1.0812602129256514,-0.44320772583315476,-0.061486416855789996,-0.6472794775680806,-0.5035553741643373,-0.06836700850931281,-0.3964935260199063,-0.4783646062000952,0.081587976761319,-0.9186589562700767,-0.14305888855336585,0.15270176899432553,-0.9939291433562922,-0.418510829635893,0.0970131079741639,-0.5976940972761301,-0.38986118843453554,0.03846165465342228,-0.3700914173452857,-0.2957276458904438,0.254036062807068,-0.8282612774879813,-0.14180386085730803,0.327969077299105,-0.9170534136040231,-0.330466267223553,0.24993727129099946,-0.6357769865990275,-0.3138965871048215,0.1621011367307956,-0.4749343023566661,-0.25083124072568813
A,0.0,0.0,0.0,-0.28942652040584504,-0.14661271562361802,-0.1932226910796197,-0.5015724591499643,-0.5580570899633334,-0.26454977334699387,-0.5425896004769541,-0.9766618356465192,-0.3123383622911629,-0.5243301403722032,-1.297158148509527,-0.3291289864872595,-0.34786234062106475,-0.9628846465042082,-0.14176287055150502,-0.30989043063520605,-1.0792160621180278,-0.32446318471901914,-0.2393172359135924,-0.726112361851247,-0.3995127557805552,-0.20897116440459976,-0.46072175422347356,-0.4179351848607948,-0.12726670321760902,-0.9858230499179891,-0.10934395503417194,-0.09725711063162532,-1.106339370125357,-0.3382375999213217,-0.0742983187587834,-0.6726471647369315,-0.3869726051849536,-0.07211078966822411,-0.41156393115407386,-0.3630209855088847,0.0835574531125469,-0.9331172188809507,-0.10631700569140813,0.1314797633022419,-1.0323621349225365,-0.33957401486882893,0.09040825275108902,-0.6209098548537973,-0.3032043673060246,0.03669395582402678,-0.36930961258337436,-0.21223673221513328,0.2693049143735104,-0.8435634783494239,-0.1157112309235767,0.3181950522321074,-0.9553163672825148,-0.2754045300049168,0.24599549648361715,-0.6638537749105646,-0.2435178642266797,0.1621162663301054,-0.4799135355650201,-0.17411133666118933
A,0.0,0.0,0.0,-0.2667313014518368,-0.15034144437120328,-0.11854389571095003,-0.45863560598005565,-0.4999344452836635,-0.15906160067597935,-0.5135053662250962,-0.8270724726137987,-0.18467718097095256,-0.5170255612451067,-1.097700572416167,-0.18436083853214963,-0.2993079876944721,-0.9637777380590477,-0.05806536581223057,-0.3415460936378917,-0.9156953063567995,-0.18448749381890228,-0.27282071826703636,-0.6134081173155259,-0.24240107513730647,-0.23282056267066228,-0.4196531760506852,-0.26078989406814346,-0.11593828179079567,-0.9920473973232622,-0.04899261454076145,-0.16634359885047803,-0.936346469542541,-0.1926115991720114,-0.13360800194324454,-0.5671563962477557,-0.2197729312735364,-0.11044614988736187,-0.3723314232977834,-0.20242201318812386,0.070412119917343,-0.933977255997622,-0.06116123993562855,0.029689892194526522,-0.8714964719624125,-0.2132809760604939,0.01229266148889654,-0.5301660783802294,-0.16738504488686476,-0.0016172522652605765,-0.34667083803304594,-0.09447296973018392,0.24394754718413614,-0.8307336448064777,-0.08309911949186695,0.2118720024104219,-0.8270605169525123,-0.17955844554097614,0.1461524795479856,-0.569062576994104,-0.13327873452660052,0.09988506667477698,-0.42914696741718333,-0.06867267602506276
A,0.0,0.0,0.0,-0.3120068841828804,-0.13091146499470255,-0.11422049847643384,-0.5255525805301509,-0.4964048504485675,-0.1491096722507349,-0.5846358983256719,-0.8502697674881543,-0.17585020203778265,-0.6122857231532365,-1.1428494184875868,-0.17858507692516487,-0.3667741232182415,-0.9407643110781545,-0.0335751995182938,-0.4277592828023751,-0.9303560337318317,-0.18217018567734544,-0.34678795896122117,-0.6230995632883958,-0.25492253003524873,-0.28433429179591785,-0.452799219763346,-0.27837736949549535,-0.17862226177445226,-0.9834745011580424,-0.029529530482532436,-0.23915920066999813,-0.9697866944865688,-0.1858309308888722,-0.20357050301543014,-0.5979016294729214,-0.2146214010600396,-0.16713465199688896,-0.42883498743568954,-0.19734934567468687,0.014020062922907844,-0.9545759632650347,-0.052875205672104485,-0.04318830882724543,-0.9461817392500718,-0.21671700165943542,-0.056578135682861935,-0.5905774807496634,-0.17249011057937744,-0.05193480453047607,-0.4159818244801683,-0.09931202380667398,0.2031736969802082,-0.8816199462002917,-0.08615566607577695,0.15102597824041697,-0.9176262159057963,-0.18643805538144498,0.08346262024450982,-0.6405935554666987,-0.1422664256715192,0.04119427093271903,-0.4822516848707177,-0.07875713967650494
A,0.0,0.0,0.0,-0.30109465000737357,-0.1210654516249869,-0.09218623657140207,-0.52690265987679,-0.4579472767158513,-0.11575994820772868,-0.6053247426359961,-0.7872970418828531,-0.1336736596609809,-0.6685500706761824,-1.0536722275206598,-0.13218631965597735,-0.3451025572818038,-0.9330501879912606,-0.004604466691015647,-0.48641334992508223,-0.8498542789290945,-0.12182470628278973,-0.4115469107802361,-0.5647896965217729,-0.19330532590171617,-0.3294216852825575,-0.42658255986679516,-0.22561256501236088,-0.16743174411952802,-0.9858669945065793,-0.005734126233110864,-0.3177541615440449,-0.8673234348826961,-0.12069162144157018,-0.264696096771457,-0.5414896372090722,-0.14658186256303068,-0.20303002885182989,-0.39341789634194224,-0.14014774209800474,0.012007686447221472,-0.955331474283929,-0.030783162305652045,-0.13294610588082162,-0.8466120423683718,-0.16563766316449768,-0.12078817613973677,-0.5217323010448208,-0.13121192500613577,-0.08690008086429515,-0.3565554640777124,-0.07330071742000054,0.19283520954631592,-0.8730601217470133,-0.06506850116450452,0.054922042075906445,-0.8441429756349734,-0.15578886651351492,0.014835096013928694,-0.5920575966135045,-0.12126666792989768,0.014910446341672955,-0.4420898631292952,-0.06844548789403843
A,0.0,0.0,0.0,-0.31057728956479785,-0.13110183235315756,-0.07243289923718148,-0.5441212675085256,-0.45225492716605525,-0.09531119971983554,-0.6384350078155396,-0.751496829655797,-0.12042547435067619,-0.7291986696326237,-1.0086681779425608,-0.12815734770860487,-0.35711284678685296,-0.9276010492678833,0.022339770162501695,-0.5365077387818579,-0.825660815716582,-0.10424878045104073,-0.4525678119082471,-0.534185353808645,-0.19006390325595823,-0.359946982942171,-0.3567705603707741,-0.22766340626088052,-0.18560616923557874,-0.982572456048471,0.010085561787482386,-0.3793868140941114,-0.8273089300189598,-0.11034656751979707,-0.3046595660446082,-0.49566013215611127,-0.1480349049621355,-0.23323352404858955,-0.3266988987338782,-0.14839785357817045,-0.006494876063500206,-0.9538018763583883,-0.025728801477407044,-0.20030353354046068,-0.8341340540178922,-0.15683483174426366,-0.16203308781007433,-0.5059493289611231,-0.12253576791845776,-0.1119982683769727,-0.32462596497021884,-0.06451104360654754,0.17512933418894916,-0.871816582025159,-0.07022870696728865,-0.0019030059791467213,-0.8149185553226176,-0.15847251366136952,-0.024526089225158598,-0.567873189824406,-0.12403662787282936,-0.008063119676972211,-0.42109262548441967,-0.07012237187801897
A,0.0,0.0,0.0,-0.3025882473112949,-0.1238868171566403,-0.08882450837025714,-0.55047602119726,-0.4379365798916703,-0.12192214098676664,-0.6629208045841375,-0.7255607395909479,-0.15578472217897124,-0.7494665052833538,-0.9893737342175497,-0.17055296186958507,-0.3681805696786182,-0.9166627008908003,0.010103240075891473,-0.5675821739625089,-0.8108447739995318,-0.12540683589258014,-0.4785888326376079,-0.5407378299643175,-0.21557260034322603,-0.382893687748287,-0.3513399403972147,-0.25361012863117577,-0.20628928574679872,-0.9784846356267052,0.003542376116344477,-0.4215311936795999,-0.8265552381546155,-0.1387334761634839,-0.327785818559008,-0.5012764792659075,-0.1882039849819976,-0.24466436233930888,-0.3058374433999732,-0.18879059763774597,-0.03600026297329242,-0.9523796776957432,-0.02759623764610635,-0.24603323502577107,-0.8249863920200263,-0.1712351635525076,-0.1906130863831133,-0.5031593238233435,-0.1420055631955796,-0.13832478551344216,-0.30699534123371236,-0.08145296565155878,0.1339820956470977,-0.8708844811908691,-0.0692271104538152,-0.044665244268292756,-0.7986776789081075,-0.1653597259104049,-0.061909831374709144,-0.5568638263388329,-0.13700261715652254,-0.05282244198240453,-0.4141283943660725,-0.08472165771895492
A,0.0,0.0,0.0,-0.3081187359079109,-0.11129271449562729,-0.0812252235633313,-0.548997522923752,-0.44827148770746256,-0.1029510132375296,-0.6443196715437205,-0.7544717164179051,-0.12438997530556847,-0.7492137488155552,-1.0110046931069665,-0.12742188165126941,-0.3840203171645593,-0.92041556106369,0.00716779458417301,-0.5584375884520868,-0.8187618383983827,-0.12181627693547668,-0.4647966648777576,-0.5423133609419605,-0.20173144201461332,-0.36784463087451835,-0.3586126636992183,-0.23288124612780958,-0.21111083577555126,-0.9774597627149739,-0.0021511139753888743,-0.39360415757103545,-0.832485847354617,-0.1291814860422418,-0.3066527562680722,-0.5043822842675156,-0.16484504110914874,-0.22815322133100757,-0.32460103076161034,-0.15914538564586433,-0.029192375257540187,-0.9509208499143319,-0.03554411738217899,-0.2132930692200824,-0.8348017306858709,-0.17072982012876406,-0.16455552964600273,-0.5120682248119985,-0.13543679507869089,-0.1100675905340005,-0.3345359105764398,-0.0748772187414774,0.15532523011634805,-0.8683623845939487,-0.07840843606103826,-0.0036583380757882343,-0.8047829178934969,-0.16829891391705828,-0.023507133017333724,-0.550801200806781,-0.13460769228876304,-0.008216013624622874,-0.4100206995392883,-0.08104338318436476
A,0.0,0.0,0.0,-0.2948211293568503,-0.09474236669502556,-0.09572452756135322,-0.5363491911205887,-0.4165893042423412,-0.12359178812269465,-0.6373200713355969,-0.7211991050939958,-0.14567592725513798,-0.7244250347281034,-0.9890831809670817,-0.14907425986746764,-0.368236955849517,-0.927756839763206,-0.013265076134006857,-0.5261149223654292,-0.8175388133460599,-0.13775583109314182,-0.4479281048513169,-0.541255137928936,-0.21346642268574278,-0.35825363190892046,-0.38175174446249466,-0.24373999963934478,-0.19099696769408875,-0.9815122829036933,-0.012401485428915452,-0.3499489877428736,-0.8385812169051854,-0.1309201837070633,-0.28397627685230376,-0.5171666242031149,-0.16155960026677957,-0.21464875963022476,-0.3556243041183498,-0.1547232689831323,-0.010480958207072302,-0.9527302257566574,-0.03476110040176996,-0.16106997483060953,-0.8136328767604744,-0.16704760469703486,-0.1302059511115894,-0.5009439659632255,-0.13601781940507154,-0.08695456671827467,-0.3399339309550867,-0.07924412352552279,0.1673062695851523,-0.8710712754836846,-0.06642755633593761,0.032818815738662965,-0.8067839313661144,-0.150262630678389,0.0141742482419454,-0.5627600386172269,-0.11611221318132113,0.03361955340761231,-0.4276126388146098,-0.06252918441734867
A,0.0,0.0,0.0,-0.28162184645628685,-0.11426037659933051,-0.1034575363754064,-0.48955642308927644,-0.4835468591509893,-0.12780775201266842,-0.559984481640921,-0.8068218238536821,-0.1459957751397198,-0.6281816727988891,-1.0644100560899434,-0.1420669921786625,-0.35262008070841766,-0.9439568971395732,-0.003748336296186651,-0.4053564471790572,-0.8863171173612385,-0.1433488645352854,-0.3439394366034138,-0.581125809997233,-0.22419206536906106,-0.2905499575641153,-0.4449820704699422,-0.25559023529888586,-0.17156767603132334,-0.9851683368656367,-0.0028072368276077647,-0.2215044651551023,-0.8952017446324403,-0.1294732150186906,-0.19640012253095035,-0.5512563228942099,-0.15335318533142187,-0.1605015281922799,-0.4349192266591323,-0.13870875135491692,0.010135154011042936,-0.9480502407716845,-0.029424571577747503,-0.04897257169026599,-0.8734444359724539,-0.16962166731856634,-0.056638430079837127,-0.5458105830847669,-0.12397686112272473,-0.036594580015913536,-0.42710215200623597,-0.055394953285528875,0.18828745550547973,-0.8683074802613034,-0.06674911665236921,0.12331918350825584,-0.864136207730968,-0.1448973960234687,0.08049371171144998,-0.6178327639729682,-0.09276029881044044,0.07773908394851803,-0.5048197383276577,-0.02654506519832357
A,0.0,0.0,0.0,-0.23679955938787556,-0.15225403867677925,-0.12564014000929793,-0.3822551671347053,-0.49838822134706956,-0.16118235541353063,-0.414010037318683,-0.7959142396167732,-0.1822660792290473,-0.42954186048602105,-1.0491504970292544,-0.17664827085230836,-0.2532551089720076,-0.9727451262687218,-0.03819703204999991,-0.24315090580115556,-0.8655144301235752,-0.16292769563301726,-0.17818354423179403,-0.5632287421764077,-0.22184046284611905,-0.14091773481292963,-0.40692534196629543,-0.23870308102079624,-0.07403728905459185,-0.9970094107322371,-0.02215208208733513,-0.05617834559460498,-0.858261234411964,-0.1533725586793283,-0.04650726282225475,-0.507225180794202,-0.17924085484970795,-0.041905620415388777,-0.3628375953518992,-0.1627461475508806,0.09732199062864239,-0.9364810095930878,-0.030916737221569426,0.1094910214058931,-0.8097650156920218,-0.1783457839670706,0.07424093244453762,-0.4875979145035774,-0.14298005465213875,0.050514732001084674,-0.3564357453779126,-0.07792856654379499,0.25873160338208057,-0.8337914446760805,-0.05048122680075407,0.2691169507987092,-0.7861358658698344,-0.140516929666919,0.2029961530686948,-0.5465651272315768,-0.10180923777150001,0.15114202940002397,-0.4421600703976664,-0.04244137849271693
